no,judul
0,pemaknaan siswa ekstrakuliner aliansi terhadap penerapan kode etik jurnalistik pada majalah bakti
3,pelestarian budaya grebeg rabo pungkasan sebagai upacara tradisi di bantul
5,efektivitas pendekatan pen ended ditinjau dari kemampuan berpikir kreatif matematis siswa kelas vii di smp pgri kasihan
3,tinjauan pelaksanaan klaim asuransi kesehatan pasien bpjs rawat inap di puskesmas sewon
6,hubungan pengetahuan ibu tentang penggunaan buku ka terhadap pemantauan tumbuh kembang balita di osyandu wonokromo pleret bantul
9,evaluasi penataan kawasan wisata pantai baru desa poncosari kecamatan srandakan kabupaten bantul
6,pengaruh penyuluhan terhadap tingkat pengetahuan remaja tentang sindrom premenstruasi pada siswi kelas vii di smp kasihan bantul
6,ketersediaan tanah sawah untuk pertanian pangan di kecamatan banguntapan kasihan dan sewon kabupaten bantul
6,hubungan antara sikap orang tua dalam bimbingan di rumah dengan tingkat kenakalan anak di sdn donotirto
6,kesesuaian nilai gizi makanan yang disajikan dengan standar diet di rsud panembahan senopati bantul
3,pengembangan soal penalaran berbasis komputer untuk siswa kelas vii smp negeri banguntapan pada materi bangun datar
3,pengaruh intensitas pemberian pekerjaan rumah pr terhadap motivasi belajar pada siswa kelas iv sd se gugus bangunharjo sewon bantul
6,gambaran pemberian asi eksklusif dan perkembangan bayi usia bulan di desa panggungharjo kecamatan sewon bantul
6,hubungan preklamsia dengan kejadian persalinan pretrm pada ibu bersalin di rsud panembahan senopati bantul
3,upaya peningkatan karakter disiplin siswa dengan reward stiker pictured di kelas iii sdn sekarsuli
3,eksperimentasi model pembelajaran flipped classrom di tinju dari disposisi matematis siswa kelas viii smp sewon
3,efektivitas model pembelajaran flipped classroom ditinjau dari disposisi matematis siwa kelas viii smpn sewon
3,efektivitas strategi pembelajaran active learning tipe index card match di tinjau dari ketampilan berkomunikasi terhadap hasil belajar ipa siswa kelas vii smp sewon bantul tahun pelajaran
6,gambaran perilaku personal hygiene remaja putri selama menstruasi pada siswi kelas di smp muh imogiri bantul tahun
3,pengembangan compact disc cd tentang komunikasi interpersonal uji produk pada siswa kelas di madrasah aliyah negeri wonokromo bantul ta
3,strategi guru dalam pembentukan karakter siswa pada pembelajaran tematik di kelas sdn jaranan banguntapan bantul
6,hubungan status imt sebelum hamil dan pertambahan berat badan selama kehamilan dengan kejadian diabetes melitus gestasional di kabupaten bantul
3,upaya meningkatkan kemampuan pemecahan masalah hasil belajar matematika menggunakan metode problem solving di kelas viii smpn sewon
6,dampak alih promosi lahan pertanian untuk industri batu bata terhadap perubahan sosial ekonomi masyarakat
3,perbedaan strategi pembelajaran kontektual dan strategi pembelajaran ekspositori terhadap rasa ingin tahu dan kemampuan koknitif siswa kelas man wonokromo
3,penetapan skala prioritas dana desa dalam apbdes panggungharjo kec sewon kab bantul
6,pengaruh relaksasi otot progresif terhadap penurunan tingkat kecemasan pada ibu bersalin fase laten di rsu pku muhammadiyah bantul yogyakarta
3,pengembangan media pembelajaran ular tangga berbasisi pendidikan karakter untuk meningkatkan prestasi belajar ips kelas iv sd donotirto ta
5,pengaruh vegetasi sempadan sungai terhadap parameter do dan suhu sungai gadjah wong penggal selatan wilayah yogyakarta
6,pengaruh lingkungan dan perilaku pencegahan diare terhadap kejadian diare di wilayah kerja puskesmas banguntapan bantul diy
6,hubungan tingkat stress dengan tingkat kepatuhan dalam menjalankan diabetes self care management pada pasien diabetes mellitus tipe di poli rawat jalan rsud panembahan senipati bantul
6,hubungan pemberian asi eksklusif dengan perkembangan motorik kasar dan motorik halus bayi usia bulan di puskesmas sewon ii
6,hubungan paritas dengan tingkat kecemasan ibu hamil dalam menghadapi persalinan di rsud panembahan senopati bantul
3,pengaruh pembelajaran inquiry terhadap hasil belajar ipa ditinjau dari ketrampilan bertanya siswa kelas vii smpn imogiri ta
3,inventarisasi jenisjenis paku sejati di kawasan wisata goa selarong bantul yogyakarta sebagai sumber belajar biologi pada materi keanekaragaman hayati kelas
6,evaluasi pelaksanaan diabetes self care management pada pasien diabetes mellitus tipe di rsud panembahan senopati bantul
6,analisis motivasi existence relatedness dan growth erg petani penangkar benih padi di kecamatan imogiri kabupaten bantul
6,pengaruh persepsi diri dan kepemimpinan terhadap motivasi anggota kelompok tani dalam pengelolaan alsintan di desa sidomulyo kec bambanglipuro kab bantul
6,hubungan pengetahuan tentang kanker payudara dengan perilaku pemeriksaan payudara dengan perilaku pemeriksaan payudara sendiri pada wanita usia subur di dusun kurahan desa sanden bantul yogyakarta
6,strategi pengelolaan tambak udang secara berkelanjutan kasus di wilayah pesisir kabupaten bantul daerah istimewa yogyakarta
6,faktorfaktor yang berhubungan dengan kejadian gizi kurang pada balita usia bulan di desa srimartani
3,pemetaan persepsi guru pada penerapan kembali kurikulum tingkat satuan pendidikan ktsp di sekolah dasar sekecamatan sedayu
6,hubungan ketepatan terminologi medis dengan keakuratan kode diagnosis rawat jalan oleh petugas kesehatan di puskesmas bambanglipuro bantul
3,peranan bimbingan dan konseling bagi anak berkebutuhan khusus di smp pgri kasihan tahun pelajaran
3,evaluasi program pelayanan kesehatan peduli remaja pkpr di puskesmas kretek kabupaten bantul menggunakan model evaluasi cipp
3,pengembangan media puzzle berbasis make match untuk meningkatkan prestasi belajar pkn kelas sd sendangsari
3,hubungan keikutsertaaan ekstra kurikuler pramuka dengan sikap kepemimpinan siswa kelas viii smpn jetis bantul tahun pelajaran
6,asuhan gizi pada pasien congestive heart failure chf di rsud panembahan senopati
3,pelaksanaan pengenalan literasi bagi anak studi kasus di rumah pintar pijoengan bantul yogyakarta
3,pengaruh metode eksperimen terhadap peningkatan hasil belajar dan ketrampilan proses sains pada pokok bahasan perubahan wujud zat untuk kelas sma kasihan bantul
6,gambaran tingkat pengetahuan ibu tentang kb suntik bulan di klinik pelita hati bantul yogyakarta
3,implementasi pendidikan karakter melalui mata pelajaran pendidikan kewarganegaraan siswa kelas iii sdgugus iv argodadi sedayu bantul
3,upaya meningkatkan motivasi dan prestasi belajar matematika dengan model pembelajaran kooperatif tipe auditory intellectually repetition air siswa kelas viii smp negeri banguntapan kabupaten bantul ta
5,gambaran sikap ibu hamil tentang pemeriksaan antenatal care di puskesmas banguntapan ii kabupaten bantul
3,penerapan model pembelajaran talking stick untuk meningkatkan prestasi belajar siswa pada mata pelajaran pkn di kelas iii sd negeri donotirto bangunjiwo kasihan bantul
6,kajian asosiasi rhizobium spmikorizarhizobacteri indigenous merapi terhadap pertumbuhan dan hasil tiga varietas kedelai di tanah pasir pantai
3,pengembangan lembar kegiatan siswa lks dengan pendekatan contextual teaching and learning dalam pembelajaran matematika kelas viii smp
3,pengembangan lembar kerka siswa lks dengan pendekatan contextual teaching and learning ctl untuk pembelajaran matematika siswa smp kelas vii
3,perbandinagn model pembelajaran kooperatif tipe numberet head together nht dan think pair share tps di tinjau dari ketrampilan berpikir kritis siswa kelas vii smp jetis
5,pengembangan lks dengan pendekatan differentiated instruction di di tinjau dari kemampuan pemecahan masalah matematis siswa
6,pengetahuan sikap dan kesadaran apoteker tentang penerapan farmakogenetik dalam pelayanan kefarmasian di apotek wilayah bantul
3,pengembangan macromedia flash profesional pada teks eksposisi siswa kelas smk
6,karakteristik akseptor dan jenis alat kontrasepsi suntik yang digunakan di puskesmas pundong tahun
3,efektivits strategi pembelajaran pqr preview question read reflect recite and review jika ditinjau dari kemampuan pemecahan masalah siswa kelas vii smpn pandak
3,efektivitas penggunaan media film terhadap prestasi belajar siswa pada mata pelajaran pkn kelas iii sd negeri panjangrejo pundong bantul tahun ajaran
3,empat pilar kehidupan berbangsa dan bernegara
3,pengembangan media pembelajaran peta timbul berbahan barang bekas untuk meningkatkan prestasi belajar pada mata pelajaran ips siswa kelas sd
3,upaya meningkatkan keaktifan dan hasil belajar matematika melalui model pembelajaran kooperatif tipe two stay two stray tsts siswa kelas vii smp negeri banguntapan yogyakarta
3,jantra jurnal sejarah dan budaya seni pertunjukan
3,efektivitas media pembelajaran busy book terhadap kemampuan motorik halus anak dengan hambatan majemuk kelas di slb negeri bantul
3,upaya meningkatkan motivasi dan hasil belajar matematika siswa kelas viii smp mataram kasihan dengan model pembelajaran kooperatif tipe numbered heads together nht
9,patra widya vol no
3,efektivitas model pembelajaran kooperatif tipe think pair sharetps terhadap kemampuan komunikasi matematis siswa kelas vii smp imogiri
6,faktorfaktor yang mempengaruhi pemilihan kontrasepsi hormonal pada pasangan usia subur pus di dusun krapyak kulon desa panggungharjo kecamatan sewon kabupaten bantul
6,hubungan antara jenis persalinan dengan kejadian asfiksia pada bayi baru lahir di rsud panembahan senopati bantul
3,efektivitas pembelajaran menggunakan pendekatan model eliciting activities meas terhadap hasil belajar matematika siswa kelas vii semester gasal smp negeri imogiri kabupaten bantul tahun ajaran
3,upaya meningkatkan kemampuan pemecahan masalah dengan model pembelajaran means ends analysis peserta didik kelas viii smp pandak
3,peningkatan minat dan hasil belajar ipa melalui model pembelajaran kooperatif tipe think pair share tps siswa kelas vii smp banguntapan tahun ajaran
6,analisis faktor risiko yang berkontribusi terhadap kejadian congenital rubella syndrome secara spasiotemporal di provinsi daerah istimewa yogyakarta
6,hubungan berat badan lahir rendah dengan kejadian ikterus neonatorum di rsud panembahan senopati bantul tahun
6,faktorfaktor yang mempengaruhi kunjungan pemeriksaan inspeksi visual asam asetat iva di puskesmas banguntapan bantul
3,kesiapsiagaan bencana gempa bumi pada siswa smp siaga bencana di kabupaten bantul smp imogiri bantul
7,olah tubuh sebagai sarana peningkatan teknik gerak tari pada siswa kelas ix tuna grahita ringan di slb negeri bantul
1,pengaruh kecerdasan emosi dan motivasi belajar terhadap prestasi belajar pkn siswa kelas sd segugus kasihan bantul yogyakarta tahun ajaran
6,sikap petani terhadap keberlanjutan penerapan teknologi pengelolaan tanaman terpadu kedelai glycine max meriil di desa bangunjiwo kecamatan kasihan kabupaten bantul daerah istimewa yogyakarta
5,kajian bayi berat lahir rendah di rsud panembahan senopati bantul yogyakarta tahun
3,hubungan antara penyesuaian sosial dengan penerimaan teman sebaya pada siswa kelas sebelas tataniaga sekolah menengah kejuruan negeri satu bantul
6,hubungan self efficacy dengan tingkat kecemasan pada pasien yang menjalani kemoterapi di rsud panembahan senopati bantul
6,hubungan mutu pelayanan kesehatan dengan kepuasan pasien di ruangan poli umum puskesmas sewon kabupaten bantul yogyakarta tahun
3,pertimbangan hakim dalam memberikan dispensasi perkawinan di bawah umur di pengadilan agama bantul dan pengadilan agama yogyakarta
3,perlindungan hukum terhadap kepesertaan bpjs ketenagakerjaan bagi pekerja rumahan di kabupaten bantul
6,ketepatan kode diaknosis kasus persalinan pada pasien rawat inap dirumah sakit khusus ibu dan anak ummi khsanah bantul
6,asuhan kebidanan berkesinambungan pada ny umur tahun
3,tinjauan terjadinya misfile penyimpanan rekam medis dengan ketepatan sopi puskesmas sedayu bantuls
6,gambaran kepatuhan pasien diabetes melitus tipe dalam minum obat antidiatetik oral di puskesmas bantul ii bantul yogyakarta periode junijuli
3,upaya meningkatkan keaktifan dan hasil belajar matematika melalui model pembelajaran student team achievement divisions siswa kelas viii smp banguntapan
3,pengaruh model pembelajaran kooperatif tipe take and give terhadap prestasi belajar pada pembelajaran tematik siswa kelas sdn se gugus kasihan bantul
3,pengaruh pajak hotel pajak reklame dan retribusi daerah terhadap pendapatan asli daerah provinsi daerah istimewa yogyakarta tahun
3,aspek keamanan rekam medis dari faktor internal dan eksternal di puskesmas sedayu ii kabupaten bantul
6,asuhan kebidanan berkesinambungan pada ny umur tahun multigravida di pmb farida kasihan bantul
6,gambaran pengetahuan dan sikap terhadap pencegahan penyakit menular seksual pada pekerja seks komersial di parangkusumo bantul yogyakarta
6,pengaruh lama penyimpanan darah utuhwhole blood pada kantong donor terhadap jumlah eritrosit
6,gambaran kejadian acute myocardial infaction ami di ruang intensive care unit icu rsud panembahan senopati bantul tahun
3,pengaruh model pembelajaran sets science environment technology and society terhadap prestasi belajar fisika siswa kelas xsemester genap sma negeri sedayu tahun ajaran
1,hubungan antara kematangan emosi dengan kemampun bersosialisasipada siswa kelas vii smp negeri sranakan bantul tahun ajaran
7,evaluasi keandalan sistem keselamatan kebakaran pada bangunan gedung studi kasus rusunawa projotamansari bantul
3,efektivitas model pembelajarankooperatif tipe student teams achievement division terhadapan
3,tingkat harga diri siswa dari keluarga broken home semu kelas xi sma negeri sewon bantul tahun ajaran
6,faktorfaktor yang berhubungan dengan mistreatment lansia oleh keluarga di dusun kentolan kidul guwosari pajangan bantul
3,pengembangan media pembelajaran dkh domino kartu huruf untuk stimulasi kemampuan mengenal huruf pada anak usia tk
6,tentang tata cara perizinan berusaha sektor pertanian
3,teori dan praktik peradilan tata usaha negara
6,hubungan body image dengan status gizi wanita usia subur wus pranikah di kabupaten bantul
3,peraturan bupati bantul nomor tahun
3,penyelengaraan pasar rakyat toko swalayan dan pusat pembelanjaan
3,perizinan usaha simpan pinjam koperasi
3,perubahan atas peraturan daerah nomor tahun tentang penyelengaraan perumahan
3,petunjuk teknis pelayanan perizinan berusaha melalui online single submission
3,peraturan menteri perhubungan republik indonesia nomor pm tahun
3,pengendalianpengawasan minuman beralkohol dan pelarangan minuman oplosan
6,motivasi ibu hamil trimester iii untuk perawatan payudara di bpm sukani edi piyungan bantul
3,peraturan daerah kabupaten bantul nomor tahun tentang penyelenggaraan pemakaman
